time_period,phase_type_grouping,pupil_sen_status,primary_need,pupil_count,Need_code,Need_category,AYCode
202021,secondary,SEN Support,Autistic Spectrum Disorder,35610,ASD,Communication & Interaction,2020
202021,secondary,SEN Support,Hearing Impairment,8163,HI,Physical &/or Sensory,2020
202021,secondary,SEN Support,Moderate Learning Difficulty,86200,MLD,Cognition & Learning,2020
202021,secondary,SEN Support,Multi- Sensory Impairment,987,MSI,Physical &/or Sensory,2020
202021,secondary,SEN Support,Other Difficulty/Disability,23577,OTH,Other,2020
202021,secondary,SEN Support,Physical Disability,9629,PD,Physical &/or Sensory,2020
202021,secondary,SEN Support,Profound & Multiple Learning Difficulty,187,PMLD,Cognition & Learning,2020
202021,secondary,SEN Support,SEN support but no specialist assessment of type of need,13068,NSA,No Specific Assessment,2020
202021,secondary,SEN Support,Severe Learning Difficulty,834,SLD,Cognition & Learning,2020
202021,secondary,SEN Support,"Social, Emotional and Mental Health",87953,SEMH,"Social, Emotional, Mental Health",2020
202021,secondary,SEN Support,Specific Learning Difficulty,86035,SPLD,Cognition & Learning,2020
202021,secondary,SEN Support,"Speech, Language and Communications needs",44599,SLCN,Communication & Interaction,2020
202021,secondary,SEN Support,Visual Impairment,4721,VI,Physical &/or Sensory,2020
202021,secondary,Total,Autistic Spectrum Disorder,54516,ASD,Communication & Interaction,2020
202021,secondary,Total,Hearing Impairment,10281,HI,Physical &/or Sensory,2020
202021,secondary,Total,Missing,3023574,MN,Other,2020
202021,secondary,Total,Moderate Learning Difficulty,94052,MLD,Cognition & Learning,2020
202021,secondary,Total,Multi- Sensory Impairment,1228,MSI,Physical &/or Sensory,2020
202021,secondary,Total,Other Difficulty/Disability,25923,OTH,Other,2020
202021,secondary,Total,Physical Disability,13762,PD,Physical &/or Sensory,2020
202021,secondary,Total,Profound & Multiple Learning Difficulty,475,PMLD,Cognition & Learning,2020
202021,secondary,Total,SEN support but no specialist assessment of type of need,13068,NSA,No Specific Assessment,2020
202021,secondary,Total,Severe Learning Difficulty,2024,SLD,Cognition & Learning,2020
202021,secondary,Total,"Social, Emotional and Mental Health",101217,SEMH,"Social, Emotional, Mental Health",2020
202021,secondary,Total,Specific Learning Difficulty,91089,SPLD,Cognition & Learning,2020
202021,secondary,Total,"Speech, Language and Communications needs",56197,SLCN,Communication & Interaction,2020
202021,secondary,Total,Visual Impairment,6101,VI,Physical &/or Sensory,2020
202021,special,EHC plans,Autistic Spectrum Disorder,42965,ASD,Communication & Interaction,2020
202021,special,EHC plans,Hearing Impairment,974,HI,Physical &/or Sensory,2020
202021,special,EHC plans,Moderate Learning Difficulty,15084,MLD,Cognition & Learning,2020
202021,special,EHC plans,Multi- Sensory Impairment,292,MSI,Physical &/or Sensory,2020
202021,special,EHC plans,Other Difficulty/Disability,2433,OTH,Other,2020
202021,special,EHC plans,Physical Disability,3953,PD,Physical &/or Sensory,2020
202021,special,EHC plans,Profound & Multiple Learning Difficulty,8180,PMLD,Cognition & Learning,2020
202021,special,EHC plans,Severe Learning Difficulty,27404,SLD,Cognition & Learning,2020
202021,special,EHC plans,"Social, Emotional and Mental Health",16819,SEMH,"Social, Emotional, Mental Health",2020
202021,special,EHC plans,Specific Learning Difficulty,2357,SPLD,Cognition & Learning,2020
202021,special,EHC plans,"Speech, Language and Communications needs",11061,SLCN,Communication & Interaction,2020
202021,special,EHC plans,Visual Impairment,721,VI,Physical &/or Sensory,2020
202021,special,No SEN,Missing,75,MN,Other,2020
202021,special,SEN Support,Autistic Spectrum Disorder,264,ASD,Communication & Interaction,2020
202021,special,SEN Support,Hearing Impairment,15,HI,Physical &/or Sensory,2020
202021,special,SEN Support,Moderate Learning Difficulty,74,MLD,Cognition & Learning,2020
202021,special,SEN Support,Multi- Sensory Impairment,1,MSI,Physical &/or Sensory,2020
202021,special,SEN Support,Other Difficulty/Disability,86,OTH,Other,2020
202021,special,SEN Support,Physical Disability,59,PD,Physical &/or Sensory,2020
202021,special,SEN Support,Profound & Multiple Learning Difficulty,127,PMLD,Cognition & Learning,2020
202021,special,SEN Support,SEN support but no specialist assessment of type of need,90,NSA,No Specific Assessment,2020
202021,special,SEN Support,Severe Learning Difficulty,229,SLD,Cognition & Learning,2020
202021,special,SEN Support,"Social, Emotional and Mental Health",234,SEMH,"Social, Emotional, Mental Health",2020
202021,special,SEN Support,Specific Learning Difficulty,47,SPLD,Cognition & Learning,2020
202021,special,SEN Support,"Speech, Language and Communications needs",105,SLCN,Communication & Interaction,2020
202021,special,SEN Support,Visual Impairment,10,VI,Physical &/or Sensory,2020
202021,special,Total,Autistic Spectrum Disorder,43229,ASD,Communication & Interaction,2020
202021,special,Total,Hearing Impairment,989,HI,Physical &/or Sensory,2020
202021,special,Total,Missing,75,MN,Other,2020
202021,special,Total,Moderate Learning Difficulty,15158,MLD,Cognition & Learning,2020
202021,special,Total,Multi- Sensory Impairment,293,MSI,Physical &/or Sensory,2020
202021,special,Total,Other Difficulty/Disability,2519,OTH,Other,2020
202021,special,Total,Physical Disability,4012,PD,Physical &/or Sensory,2020
202021,special,Total,Profound & Multiple Learning Difficulty,8307,PMLD,Cognition & Learning,2020
202021,special,Total,SEN support but no specialist assessment of type of need,90,NSA,No Specific Assessment,2020
202021,special,Total,Severe Learning Difficulty,27633,SLD,Cognition & Learning,2020
202021,special,Total,"Social, Emotional and Mental Health",17053,SEMH,"Social, Emotional, Mental Health",2020
202021,special,Total,Specific Learning Difficulty,2404,SPLD,Cognition & Learning,2020
202021,special,Total,"Speech, Language and Communications needs",11166,SLCN,Communication & Interaction,2020
202021,special,Total,Visual Impairment,731,VI,Physical &/or Sensory,2020
202021,Total,EHC plans,Autistic Spectrum Disorder,92567,ASD,Communication & Interaction,2020
202021,Total,EHC plans,Hearing Impairment,6148,HI,Physical &/or Sensory,2020
202021,Total,EHC plans,Moderate Learning Difficulty,31159,MLD,Cognition & Learning,2020
202021,Total,EHC plans,Multi- Sensory Impairment,1021,MSI,Physical &/or Sensory,2020
202021,Total,EHC plans,Other Difficulty/Disability,7841,OTH,Other,2020
202021,Total,EHC plans,Physical Disability,13724,PD,Physical &/or Sensory,2020
202021,Total,EHC plans,Profound & Multiple Learning Difficulty,9976,PMLD,Cognition & Learning,2020
202021,Total,EHC plans,Severe Learning Difficulty,31300,SLD,Cognition & Learning,2020
202021,Total,EHC plans,"Social, Emotional and Mental Health",45191,SEMH,"Social, Emotional, Mental Health",2020
202021,Total,EHC plans,Specific Learning Difficulty,11610,SPLD,Cognition & Learning,2020
202021,Total,EHC plans,"Speech, Language and Communications needs",49530,SLCN,Communication & Interaction,2020
202021,Total,EHC plans,Visual Impairment,3601,VI,Physical &/or Sensory,2020
202021,Total,No SEN,Missing,7035894,MN,Other,2020
202021,Total,SEN Support,Autistic Spectrum Disorder,70474,ASD,Communication & Interaction,2020
202021,Total,SEN Support,Hearing Impairment,17067,HI,Physical &/or Sensory,2020
202021,Total,SEN Support,Moderate Learning Difficulty,203454,MLD,Cognition & Learning,2020
202021,Total,SEN Support,Multi- Sensory Impairment,2808,MSI,Physical &/or Sensory,2020
202021,Total,SEN Support,Other Difficulty/Disability,44592,OTH,Other,2020
202021,Total,SEN Support,Physical Disability,22944,PD,Physical &/or Sensory,2020
202021,Total,SEN Support,Profound & Multiple Learning Difficulty,825,PMLD,Cognition & Learning,2020
202021,Total,SEN Support,SEN support but no specialist assessment of type of need,42204,NSA,No Specific Assessment,2020
202021,Total,SEN Support,Severe Learning Difficulty,2634,SLD,Cognition & Learning,2020
202021,Total,SEN Support,"Social, Emotional and Mental Health",195294,SEMH,"Social, Emotional, Mental Health",2020
202021,Total,SEN Support,Specific Learning Difficulty,145187,SPLD,Cognition & Learning,2020
202021,Total,SEN Support,"Speech, Language and Communications needs",245232,SLCN,Communication & Interaction,2020
202021,Total,SEN Support,Visual Impairment,9727,VI,Physical &/or Sensory,2020
202021,Total,Total,Autistic Spectrum Disorder,163041,ASD,Communication & Interaction,2020
202021,Total,Total,Hearing Impairment,23215,HI,Physical &/or Sensory,2020
202021,Total,Total,Missing,7035894,MN,Other,2020
202021,Total,Total,Moderate Learning Difficulty,234613,MLD,Cognition & Learning,2020
202021,Total,Total,Multi- Sensory Impairment,3829,MSI,Physical &/or Sensory,2020
202021,Total,Total,Other Difficulty/Disability,52433,OTH,Other,2020
202021,Total,Total,Physical Disability,36668,PD,Physical &/or Sensory,2020
202021,Total,Total,Profound & Multiple Learning Difficulty,10801,PMLD,Cognition & Learning,2020
202021,Total,Total,SEN support but no specialist assessment of type of need,42204,NSA,No Specific Assessment,2020
202021,Total,Total,Severe Learning Difficulty,33934,SLD,Cognition & Learning,2020
202021,Total,Total,"Social, Emotional and Mental Health",240485,SEMH,"Social, Emotional, Mental Health",2020
202021,Total,Total,Specific Learning Difficulty,156797,SPLD,Cognition & Learning,2020
202021,Total,Total,"Speech, Language and Communications needs",294762,SLCN,Communication & Interaction,2020
202021,Total,Total,Visual Impairment,13328,VI,Physical &/or Sensory,2020
201920,special,EHC plans,Autistic Spectrum Disorder,1102,ASD,Communication & Interaction,2019
201920,special,EHC plans,Hearing Impairment,469,HI,Physical &/or Sensory,2019
201920,special,EHC plans,Moderate Learning Difficulty,118,MLD,Cognition & Learning,2019
201920,special,EHC plans,Multi- Sensory Impairment,51,MSI,Physical &/or Sensory,2019
201920,special,EHC plans,Other Difficulty/Disability,46,OTH,Other,2019
201920,special,EHC plans,Physical Disability,335,PD,Physical &/or Sensory,2019
201920,special,EHC plans,Profound & Multiple Learning Difficulty,195,PMLD,Cognition & Learning,2019
201920,special,EHC plans,Severe Learning Difficulty,166,SLD,Cognition & Learning,2019
201920,special,EHC plans,"Social, Emotional and Mental Health",421,SEMH,"Social, Emotional, Mental Health",2019
201920,special,EHC plans,Specific Learning Difficulty,80,SPLD,Cognition & Learning,2019
201920,special,EHC plans,"Speech, Language and Communications needs",536,SLCN,Communication & Interaction,2019
201920,special,EHC plans,Visual Impairment,167,VI,Physical &/or Sensory,2019
201920,special,No SEN,Missing,16,MN,Other,2019
201920,special,SEN Support,Autistic Spectrum Disorder,11,ASD,Communication & Interaction,2019
201920,special,SEN Support,Hearing Impairment,12,HI,Physical &/or Sensory,2019
201920,special,SEN Support,Multi- Sensory Impairment,1,MSI,Physical &/or Sensory,2019
201920,special,SEN Support,Other Difficulty/Disability,7,OTH,Other,2019
201920,special,SEN Support,Physical Disability,8,PD,Physical &/or Sensory,2019
201920,special,SEN Support,Profound & Multiple Learning Difficulty,14,PMLD,Cognition & Learning,2019
201920,special,SEN Support,Severe Learning Difficulty,2,SLD,Cognition & Learning,2019
201920,special,SEN Support,"Social, Emotional and Mental Health",6,SEMH,"Social, Emotional, Mental Health",2019
201920,special,SEN Support,Specific Learning Difficulty,5,SPLD,Cognition & Learning,2019
201920,special,SEN Support,"Speech, Language and Communications needs",6,SLCN,Communication & Interaction,2019
201920,special,SEN Support,Visual Impairment,13,VI,Physical &/or Sensory,2019
201920,special,Total,Autistic Spectrum Disorder,1113,ASD,Communication & Interaction,2019
201920,special,Total,Hearing Impairment,481,HI,Physical &/or Sensory,2019
201920,special,Total,Missing,16,MN,Other,2019
201920,special,Total,Moderate Learning Difficulty,118,MLD,Cognition & Learning,2019
201920,special,Total,Multi- Sensory Impairment,52,MSI,Physical &/or Sensory,2019
201920,special,Total,Other Difficulty/Disability,53,OTH,Other,2019
201920,special,Total,Physical Disability,343,PD,Physical &/or Sensory,2019
201920,special,Total,Profound & Multiple Learning Difficulty,209,PMLD,Cognition & Learning,2019
201920,special,Total,Severe Learning Difficulty,168,SLD,Cognition & Learning,2019
201920,special,Total,"Social, Emotional and Mental Health",427,SEMH,"Social, Emotional, Mental Health",2019
201920,special,Total,Specific Learning Difficulty,85,SPLD,Cognition & Learning,2019
201920,special,Total,"Speech, Language and Communications needs",542,SLCN,Communication & Interaction,2019
201920,special,Total,Visual Impairment,180,VI,Physical &/or Sensory,2019
201920,AP,EHC plans,Autistic Spectrum Disorder,435,ASD,Communication & Interaction,2019
201920,AP,EHC plans,Hearing Impairment,4,HI,Physical &/or Sensory,2019
201920,AP,EHC plans,Moderate Learning Difficulty,98,MLD,Cognition & Learning,2019
201920,AP,EHC plans,Multi- Sensory Impairment,2,MSI,Physical &/or Sensory,2019
201920,AP,EHC plans,Other Difficulty/Disability,60,OTH,Other,2019
201920,AP,EHC plans,Physical Disability,20,PD,Physical &/or Sensory,2019
201920,AP,EHC plans,Profound & Multiple Learning Difficulty,6,PMLD,Cognition & Learning,2019
201920,AP,EHC plans,Severe Learning Difficulty,17,SLD,Cognition & Learning,2019
201920,AP,EHC plans,"Social, Emotional and Mental Health",1687,SEMH,"Social, Emotional, Mental Health",2019
201920,AP,EHC plans,Specific Learning Difficulty,64,SPLD,Cognition & Learning,2019
201920,AP,EHC plans,"Speech, Language and Communications needs",124,SLCN,Communication & Interaction,2019
201920,AP,EHC plans,Visual Impairment,3,VI,Physical &/or Sensory,2019
201920,AP,No SEN,Missing,2879,MN,Other,2019
201920,AP,SEN Support,Autistic Spectrum Disorder,148,ASD,Communication & Interaction,2019
201920,AP,SEN Support,Hearing Impairment,17,HI,Physical &/or Sensory,2019
201920,AP,SEN Support,Moderate Learning Difficulty,483,MLD,Cognition & Learning,2019
201920,AP,SEN Support,Multi- Sensory Impairment,3,MSI,Physical &/or Sensory,2019
201920,AP,SEN Support,Other Difficulty/Disability,206,OTH,Other,2019
201920,AP,SEN Support,Physical Disability,30,PD,Physical &/or Sensory,2019
201920,AP,SEN Support,SEN support but no specialist assessment of type of need,335,NSA,No Specific Assessment,2019
201920,AP,SEN Support,Severe Learning Difficulty,5,SLD,Cognition & Learning,2019
201920,AP,SEN Support,"Social, Emotional and Mental Health",8233,SEMH,"Social, Emotional, Mental Health",2019
201920,AP,SEN Support,Specific Learning Difficulty,309,SPLD,Cognition & Learning,2019
201920,AP,SEN Support,"Speech, Language and Communications needs",221,SLCN,Communication & Interaction,2019
201920,AP,SEN Support,Visual Impairment,7,VI,Physical &/or Sensory,2019
201920,AP,Total,Autistic Spectrum Disorder,583,ASD,Communication & Interaction,2019
201920,AP,Total,Hearing Impairment,21,HI,Physical &/or Sensory,2019
201920,AP,Total,Missing,2879,MN,Other,2019
201920,AP,Total,Moderate Learning Difficulty,581,MLD,Cognition & Learning,2019
201920,AP,Total,Multi- Sensory Impairment,5,MSI,Physical &/or Sensory,2019
201920,AP,Total,Other Difficulty/Disability,266,OTH,Other,2019
201920,AP,Total,Physical Disability,50,PD,Physical &/or Sensory,2019
